.text,004006C0,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,00400AFE,,B33,T,8D14C500000000,lea,lea_12,edx,ds:0[rax*8],1,2,N,,lea,C
.text,00400B05,,B33,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400B07,,B33,T,66C1E808,shr,shr_15,ax,8,1,5,N,,shr,C
.text,00400B0B,,B33,T,D0E8,shr,shr_15,al,1,1,5,N,,shr,C
.text,00400B0D,,B33,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400B0F,,B33,T,01D2,add,add_11,edx,edx,1,1,N,,add,C
.text,00400B11,,B33,T,01C2,add,add_11,edx,eax,1,1,N,,add,C
.text,00400B13,,B33,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,00400B15,,B33,T,29D0,sub,sub_11,eax,edx,1,1,N,,sub,C
.text,00400B17,,B33,T,884584,mov,mov_41,[rbp-7Ch],al,4,1,N,,mov,C
.text,00400B1A,,B33,T,C6458508,mov,mov_45,byte ptr [rbp-7Bh],8,4,5,N,,mov,C
.text,00400B1E,,B33,T,C6458607,mov,mov_45,byte ptr [rbp-7Ah],7,4,5,N,,mov,C
.text,00400B22,,B33,T,C6458700,mov,mov_45,byte ptr [rbp-79h],0,4,5,N,,mov,C
.text,00400B26,,B33,T,488D8500FFFFFF,lea,lea_14,rax,[rbp-100h],1,4,N,,lea,C
.text,00400B2D,,B33,T,4883E810,sub,sub_15,rax,10h,1,5,N,,sub,C
.text,00400B31,,B33,T,BE04000000,mov,mov_15,esi,4,1,5,N,,mov,C
.text,00400B36,,B33,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400B39,,B33,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B3E,,B33,T,E8FDFAFFFF,call,call_70,_gettimeofday,,7,0,J,.CODE,call.CODE,C
.text,00400B43,,B33,T,8945E0,mov,mov_41,[rbp-20h],eax,4,1,N,,mov,C
.text,00400B46,,B33,T,488B8500FFFFFF,mov,mov_14,rax,[rbp-100h],1,4,N,,mov,C
.text,00400B4D,,B33,T,488B9508FFFFFF,mov,mov_14,rdx,[rbp-0F8h],1,4,N,,mov,C
.text,00400B54,,B33,T,488985F0FEFFFF,mov,mov_41,[rbp-110h],rax,4,1,N,,mov,C
.text,00400B5B,,B33,T,488995F8FEFFFF,mov,mov_41,[rbp-108h],rdx,4,1,N,,mov,C
.text,00400B62,,B33,T,48C745D80A000000,mov,mov_45,qword ptr [rbp-28h],0Ah,4,5,N,,mov,C
.text,00400B6A,,B33,T,BFC9114000,mov,mov_15,edi,4011C9h,1,5,N,,mov,C
.text,00400B6F,,B33,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B74,,B33,T,E8B7FAFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00400B79,,B33,T,488D8510FFFFFF,lea,lea_14,rax,[rbp-0F0h],1,4,N,,lea,C
.text,00400B80,,B33,T,4883E801,sub,sub_15,rax,1,1,5,N,,sub,C
.text,00400B84,,B33,T,4889C6,mov,mov_11,rsi,rax,1,1,N,,mov,C
.text,00400B87,,B33,T,BFDE114000,mov,mov_15,edi,4011DEh,1,5,N,,mov,C
.text,00400B8C,,B33,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B91,,B33,T,E8FAFAFFFF,call,call_70,___isoc99_scanf,,7,0,J,.CODE,call.CODE,C
.text,00400B96,,B33,T,488B85E8FEFFFF,mov,mov_14,rax,[rbp-118h],1,4,N,,mov,C
.text,00400B9D,,B33,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400BA0,,B33,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BA3,,B33,T,99,cdq,cdq_11,,,1,1,N,,cdq,C
.text,00400BA4,,B33,T,F77DD4,idiv,idiv_14,,dword ptr [rbp-2Ch],1,4,N,,idiv,C
.text,00400BA7,,B33,T,8955D4,mov,mov_41,[rbp-2Ch],edx,4,1,N,,mov,C
.text,00400BAA,,B33,T,C745F400000000,mov,mov_45,dword ptr [rbp-0Ch],0,4,5,N,,mov,C
.text,00400BB1,,B33,T,488B45D8,mov,mov_14,rax,[rbp-28h],1,4,N,,mov,C
.text,00400BB5,,B33,T,483D78645D53,cmp,cmp_15,rax,535D6478h,1,5,N,,cmp,C
.text,00400BBB,,B33,T,0F96C0,setbe,setbe_10,al,,1,0,N,,setbe,C
.text,00400BBE,,B33,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BC1,,B33,T,0B45F8,or,or_14,eax,[rbp-8],1,4,N,,or,C
.text,00400BC4,,B33,T,99,cdq,cdq_11,,,1,1,N,,cdq,C
.text,00400BC5,,B33,T,F77DF8,idiv,idiv_14,,dword ptr [rbp-8],1,4,N,,idiv,C
.text,00400BC8,,B33,T,8945F8,mov,mov_41,[rbp-8],eax,4,1,N,,mov,C
.text,00400BCB,,B33,T,8B45D4,mov,mov_14,eax,[rbp-2Ch],1,4,N,,mov,C
.text,00400BCE,,B33,T,8945F8,mov,mov_41,[rbp-8],eax,4,1,N,,mov,C
.text,00400BD1,,B34,T,837DF800,cmp,cmp_45,dword ptr [rbp-8],0,4,5,N,,cmp,C
.text,00400BD5,,B34,T,7405,jz,jz_70,loc_400BDC,,7,0,J,.CODE,jz.CODE,C
.text,00400BD7,,B35,T,E824FAFFFF,call,call_70,_abort,,7,0,J,.CODE,call.CODE,C
.text,00400BDC,,B36,T,C745D001000000,mov,mov_45,dword ptr [rbp-30h],1,4,5,N,,mov,C
.text,00400BE3,,B36,T,488B053E0A2000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400BEA,,B36,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400BEE,,B36,T,488905330A2000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400BF5,,B36,T,488B05440A2000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400BFC,,B36,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C00,,B36,T,488905390A2000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C07,,B36,T,C745CC01000000,mov,mov_45,dword ptr [rbp-34h],1,4,5,N,,mov,C
.text,00400C0E,,B36,T,488B052B0A2000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400C15,,B36,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400C18,,B36,T,7507,jnz,jnz_70,near ptr loc_400C1D+4,,7,0,J,.CODE,jnz.CODE,C
.text,00400C1A,,B37,T,01488D,add,add_41,[rax-73h],ecx,4,1,N,,add,C
.text,00400C1D,,B37,T,3D34EB32C7,cmp,cmp_15,eax,0C732EB34h,1,5,N,,cmp,C
.text,00400C22,,B37,T,45C8010000,enterq,enterq_55,1,0,5,5,N,,enterq,C
.text,00400C27,,B37,T,00488B,add,add_41,[rax-75h],cl,4,1,N,,add,C
.text,00400C2A,,B37,T,05F9092000,add,add_15,eax,2009F9h,1,5,N,,add,C
.text,00400C2F,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C33,,B37,T,488905EE092000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C3A,,B37,T,488B05FF092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400C41,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C45,,B37,T,488905F4092000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C4C,,B37,T,C745C401000000,mov,mov_45,dword ptr [rbp-3Ch],1,4,5,N,,mov,C
.text,00400C53,,B37,T,C745C001000000,mov,mov_45,dword ptr [rbp-40h],1,4,5,N,,mov,C
.text,00400C5A,,B37,T,488B05C7092000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400C61,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C65,,B37,T,488905BC092000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C6C,,B37,T,488B05CD092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400C73,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C77,,B37,T,488905C2092000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C7E,,B37,T,C745BC01000000,mov,mov_45,dword ptr [rbp-44h],1,4,5,N,,mov,C
.text,00400C85,,B37,T,C745B801000000,mov,mov_45,dword ptr [rbp-48h],1,4,5,N,,mov,C
.text,00400C8C,,B37,T,488B0595092000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400C93,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400C97,,B37,T,4889058A092000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400C9E,,B37,T,488B059B092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400CA5,,B37,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400CA9,,B37,T,48890590092000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400CB0,,B37,T,C745B401000000,mov,mov_45,dword ptr [rbp-4Ch],1,4,5,N,,mov,C
.text,00400CB7,,B37,T,488B156A092000,mov,mov_12,rdx,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400CBE,,B37,T,488B057B092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400CC5,,B37,T,4839C2,cmp,cmp_11,rdx,rax,1,1,N,,cmp,C
.text,00400CC8,,B37,T,7534,jnz,jnz_70,loc_400CFE,,7,0,J,.CODE,jnz.CODE,C
.text,00400CCA,,B38,T,C745B001000000,mov,mov_45,dword ptr [rbp-50h],1,4,5,N,,mov,C
.text,00400CD1,,B38,T,488B0550092000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400CD8,,B38,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400CDC,,B38,T,48890545092000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400CE3,,B38,T,488B0556092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400CEA,,B38,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400CEE,,B38,T,4889054B092000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400CF5,,B38,T,C745AC01000000,mov,mov_45,dword ptr [rbp-54h],1,4,5,N,,mov,C
.text,00400CFC,,B38,T,EB05,jmp,jmp_70,loc_400D03,,7,0,J,.CODE,jmp.CODE,C
.text,00400CFE,,B39,T,B9CDCB62A0,mov,mov_15,ecx,0A062CBCDh,1,5,N,,mov,C
.text,00400D03,,B40,T,488B051E092000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400D0A,,B40,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400D0D,,B40,T,7432,jz,jz_70,loc_400D41,,7,0,J,.CODE,jz.CODE,C
.text,00400D0F,,B41,T,C745A801000000,mov,mov_45,dword ptr [rbp-58h],1,4,5,N,,mov,C
.text,00400D16,,B41,T,488B050B092000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400D1D,,B41,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400D21,,B41,T,48890500092000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400D28,,B41,T,488B0511092000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400D2F,,B41,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400D33,,B41,T,48890506092000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400D3A,,B41,T,C745A401000000,mov,mov_45,dword ptr [rbp-5Ch],1,4,5,N,,mov,C
.text,00400D41,,B42,T,488B15E0082000,mov,mov_12,rdx,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400D48,,B42,T,488B05F1082000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400D4F,,B42,T,4839C2,cmp,cmp_11,rdx,rax,1,1,N,,cmp,C
.text,00400D52,,B42,T,0F85D2000000,jnz,jnz_70,loc_400E2A,,7,0,J,.CODE,jnz.CODE,C
.text,00400D58,,B43,T,0FB64580,movzx,movzx_14,eax,byte ptr [rbp-80h],1,4,N,,movzx,C
.text,00400D5C,,B43,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400D5F,,B43,T,0FB64581,movzx,movzx_14,eax,byte ptr [rbp-7Fh],1,4,N,,movzx,C
.text,00400D63,,B43,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400D66,,B43,T,8D0C02,lea,lea_13,ecx,[rdx+rax],1,3,N,,lea,C
.text,00400D69,,B43,T,0FB64582,movzx,movzx_14,eax,byte ptr [rbp-7Eh],1,4,N,,movzx,C
.text,00400D6D,,B43,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400D70,,B43,T,0FB64583,movzx,movzx_14,eax,byte ptr [rbp-7Dh],1,4,N,,movzx,C
.text,00400D74,,B43,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400D77,,B43,T,29C2,sub,sub_11,edx,eax,1,1,N,,sub,C
.text,00400D79,,B43,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,00400D7B,,B43,T,01C1,add,add_11,ecx,eax,1,1,N,,add,C
.text,00400D7D,,B43,T,0FB64584,movzx,movzx_14,eax,byte ptr [rbp-7Ch],1,4,N,,movzx,C
.text,00400D81,,B43,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400D84,,B43,T,0FB64585,movzx,movzx_14,eax,byte ptr [rbp-7Bh],1,4,N,,movzx,C
.text,00400D88,,B43,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400D8B,,B43,T,8D3402,lea,lea_13,esi,[rdx+rax],1,3,N,,lea,C
.text,00400D8E,,B43,T,0FB64586,movzx,movzx_14,eax,byte ptr [rbp-7Ah],1,4,N,,movzx,C
.text,00400D92,,B43,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400D95,,B43,T,0FB64587,movzx,movzx_14,eax,byte ptr [rbp-79h],1,4,N,,movzx,C
.text,00400D99,,B43,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400D9C,,B43,T,29C2,sub,sub_11,edx,eax,1,1,N,,sub,C
.text,00400D9E,,B43,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,00400DA0,,B43,T,01F0,add,add_11,eax,esi,1,1,N,,add,C
.text,00400DA2,,B43,T,39C1,cmp,cmp_11,ecx,eax,1,1,N,,cmp,C
.text,00400DA4,,B43,T,7575,jnz,jnz_70,loc_400E1B,,7,0,J,.CODE,jnz.CODE,C
.text,00400DA6,,B44,T,C745A001000000,mov,mov_45,dword ptr [rbp-60h],1,4,5,N,,mov,C
.text,00400DAD,,B44,T,488B0574082000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400DB4,,B44,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400DB8,,B44,T,48890569082000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400DBF,,B44,T,488B057A082000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400DC6,,B44,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400DCA,,B44,T,4889056F082000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400DD1,,B44,T,C7459C01000000,mov,mov_45,dword ptr [rbp-64h],1,4,5,N,,mov,C
.text,00400DD8,,B44,T,C7459801000000,mov,mov_45,dword ptr [rbp-68h],1,4,5,N,,mov,C
.text,00400DDF,,B44,T,488B0542082000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400DE6,,B44,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400DEA,,B44,T,48890537082000,mov,mov_21,cs:_1_main__opaque_list1_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400DF1,,B44,T,488B0548082000,mov,mov_12,rax,cs:_1_main__opaque_list2_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400DF8,,B44,T,488B4008,mov,mov_14,rax,[rax+8],1,4,N,,mov,C
.text,00400DFC,,B44,T,4889053D082000,mov,mov_21,cs:_1_main__opaque_list2_1,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400E03,,B44,T,C7459401000000,mov,mov_45,dword ptr [rbp-6Ch],1,4,5,N,,mov,C
.text,00400E0A,,B44,T,0FB65581,movzx,movzx_14,edx,byte ptr [rbp-7Fh],1,4,N,,movzx,C
.text,00400E0E,,B44,T,0FB64586,movzx,movzx_14,eax,byte ptr [rbp-7Ah],1,4,N,,movzx,C
.text,00400E12,,B44,T,29C2,sub,sub_11,edx,eax,1,1,N,,sub,C
.text,00400E14,,B44,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,00400E16,,B44,T,884585,mov,mov_41,[rbp-7Bh],al,4,1,N,,mov,C
.text,00400E19,,B44,T,EB15,jmp,jmp_70,loc_400E30,,7,0,J,.CODE,jmp.CODE,C
.text,00400E1B,,B45,T,0FB65580,movzx,movzx_14,edx,byte ptr [rbp-80h],1,4,N,,movzx,C
.text,00400E1F,,B45,T,0FB64585,movzx,movzx_14,eax,byte ptr [rbp-7Bh],1,4,N,,movzx,C
.text,00400E23,,B45,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400E25,,B45,T,884587,mov,mov_41,[rbp-79h],al,4,1,N,,mov,C
.text,00400E28,,B45,T,EB06,jmp,jmp_70,loc_400E30,,7,0,J,.CODE,jmp.CODE,C
.text,00400E2A,,B46,T,E3B5,jrcxz,jrcxz_71,near ptr loc_400DDF+2,,7,1,J,.CODE,jrcxz.CODE,C
.text,00400E2C,,B47,T,EF,out,out_11,dx,eax,1,1,N,,out,C
.text,00400E2D,,B47,T,53,push,push_10,rbx,,1,0,N,,push,C
.text,00400E2E,,B47,T,FFCD,dec,dec_10,ebp,,1,0,N,,dec,C
.text,00400E30,,B48,T,0FB64585,movzx,movzx_14,eax,byte ptr [rbp-7Bh],1,4,N,,movzx,C
.text,00400E34,,B48,T,8D5094,lea,lea_14,edx,[rax-6Ch],1,4,N,,lea,C
.text,00400E37,,B48,T,488B85E0FEFFFF,mov,mov_14,rax,[rbp-120h],1,4,N,,mov,C
.text,00400E3E,,B48,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400E40,,B48,T,488B85E0FEFFFF,mov,mov_14,rax,[rbp-120h],1,4,N,,mov,C
.text,00400E47,,B48,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00400E4B,,B48,T,0FB65582,movzx,movzx_14,edx,byte ptr [rbp-7Eh],1,4,N,,movzx,C
.text,00400E4F,,B48,T,83C216,add,add_15,edx,16h,1,5,N,,add,C
.text,00400E52,,B48,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400E54,,B48,T,488B85E0FEFFFF,mov,mov_14,rax,[rbp-120h],1,4,N,,mov,C
.text,00400E5B,,B48,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,00400E5F,,B48,T,0FB65587,movzx,movzx_14,edx,byte ptr [rbp-79h],1,4,N,,movzx,C
.text,00400E63,,B48,T,83C280,add,add_15,edx,0FFFFFF80h,1,5,N,,add,C
.text,00400E66,,B48,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400E68,,B48,T,488B85E0FEFFFF,mov,mov_14,rax,[rbp-120h],1,4,N,,mov,C
.text,00400E6F,,B48,T,4883C003,add,add_15,rax,3,1,5,N,,add,C
.text,00400E73,,B48,T,0FB64D84,movzx,movzx_14,ecx,byte ptr [rbp-7Ch],1,4,N,,movzx,C
.text,00400E77,,B48,T,0FB65583,movzx,movzx_14,edx,byte ptr [rbp-7Dh],1,4,N,,movzx,C
.text,00400E7B,,B48,T,8D3411,lea,lea_13,esi,[rcx+rdx],1,3,N,,lea,C
.text,00400E7E,,B48,T,0FB64D81,movzx,movzx_14,ecx,byte ptr [rbp-7Fh],1,4,N,,movzx,C
.text,00400E82,,B48,T,0FB65586,movzx,movzx_14,edx,byte ptr [rbp-7Ah],1,4,N,,movzx,C
.text,00400E86,,B48,T,01D1,add,add_11,ecx,edx,1,1,N,,add,C
.text,00400E88,,B48,T,0FB65580,movzx,movzx_14,edx,byte ptr [rbp-80h],1,4,N,,movzx,C
.text,00400E8C,,B48,T,29D1,sub,sub_11,ecx,edx,1,1,N,,sub,C
.text,00400E8E,,B48,T,89CA,mov,mov_11,edx,ecx,1,1,N,,mov,C
.text,00400E90,,B48,T,01F2,add,add_11,edx,esi,1,1,N,,add,C
.text,00400E92,,B48,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400E94,,B48,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00400E95,,B48,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,00400E96,,B48,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400E97,megaInit,B49,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,00400E98,megaInit,B49,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,00400E9B,megaInit,B49,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400E9C,megaInit,B49,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400E9D,main,B50,T,55,push,push_10,rbp,,1,0,N,,push,S
.text,00400E9E,main,B50,T,4889E5,mov,mov_11,rbp,rsp,1,1,N,,mov,C
.text,00400EA1,main,B50,T,4881EC90000000,sub,sub_15,rsp,90h,1,5,N,,sub,C
.text,00400EA8,main,B50,T,897D8C,mov,mov_41,[rbp+var_74],edi,4,1,N,,mov,C
.text,00400EAB,main,B50,T,48897580,mov,mov_41,[rbp+var_80],rsi,4,1,N,,mov,C
.text,00400EAF,main,B50,T,48899578FFFFFF,mov,mov_41,[rbp+var_88],rdx,4,1,N,,mov,C
.text,00400EB6,main,B50,T,E8DCFFFFFF,call,call_70,megaInit,,7,0,J,.CODE,call.CODE,C
.text,00400EBB,main,B50,T,8B458C,mov,mov_14,eax,[rbp+var_74],1,4,N,,mov,C
.text,00400EBE,main,B50,T,89056C072000,mov,mov_21,cs:_global_argc,eax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400EC4,main,B50,T,488B4580,mov,mov_14,rax,[rbp+var_80],1,4,N,,mov,C
.text,00400EC8,main,B50,T,48890551072000,mov,mov_21,cs:_global_argv,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400ECF,main,B50,T,488B8578FFFFFF,mov,mov_14,rax,[rbp+var_88],1,4,N,,mov,C
.text,00400ED6,main,B50,T,4889055B072000,mov,mov_21,cs:_global_envp,rax,2,1,N,_w.BSS,mov_w.BSS,C
.text,00400EDD,main,B50,T,C745F401000000,mov,mov_45,[rbp+var_C],1,4,5,N,,mov,C
.text,00400EE4,main,B50,T,C745F001000000,mov,mov_45,[rbp+var_10],1,4,5,N,,mov,C
.text,00400EEB,main,B50,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400EF0,main,B50,T,E8BBF7FFFF,call,call_70,_rand,,7,0,J,.CODE,call.CODE,C
.text,00400EF5,main,B50,T,8945EC,mov,mov_41,[rbp+var_14],eax,4,1,N,,mov,C
.text,00400EF8,main,B50,T,BF10000000,mov,mov_15,edi,10h,1,5,N,,mov,C
.text,00400EFD,main,B50,T,E86EF7FFFF,call,call_70,_malloc,,7,0,J,.CODE,call.CODE,C
.text,00400F02,main,B50,T,488945E0,mov,mov_41,[rbp+var_20],rax,4,1,N,,mov,C
.text,00400F06,main,B50,T,48837DE000,cmp,cmp_45,[rbp+var_20],0,4,5,N,,cmp,C
.text,00400F0B,main,B50,T,7450,jz,jz_70,loc_400F5D,,7,0,J,.CODE,jz.CODE,C
.text,00400F0D,main,B51,T,488B45E0,mov,mov_14,rax,[rbp+var_20],1,4,N,,mov,C
.text,00400F11,main,B51,T,8B55EC,mov,mov_14,edx,[rbp+var_14],1,4,N,,mov,C
.text,00400F14,main,B51,T,8910,mov,mov_31,[rax],edx,3,1,N,,mov,C
.text,00400F16,main,B51,T,488B050B072000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400F1D,main,B51,T,4885C0,test,test_11,rax,rax,1,1,N,,test,C
.text,00400F20,main,B51,T,7424,jz,jz_70,loc_400F46,,7,0,J,.CODE,jz.CODE,C
.text,00400F22,main,B52,T,488B05FF062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400F29,main,B52,T,488B5008,mov,mov_14,rdx,[rax+8],1,4,N,,mov,C
.text,00400F2D,main,B52,T,488B45E0,mov,mov_14,rax,[rbp+var_20],1,4,N,,mov,C
.text,00400F31,main,B52,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00400F35,main,B52,T,488B05EC062000,mov,mov_12,rax,cs:_1_main__opaque_list1_1,1,2,N,_r.BSS,mov_r.BSS,C
.text,00400F3C,main,B52,T,488B55E0,mov,mov_14,rdx,[rbp+var_20],1,4,N,,mov,C
.text,00400F40,main,B52,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
.text,00400F44,main,B52,T,EB17,jmp,jmp_70,loc_400F5D,,7,0,J,.CODE,jmp.CODE,C
.text,00400F46,main,B53,T,488B45E0,mov,mov_14,rax,[rbp+var_20],1,4,N,,mov,C
.text,00400F4A,main,B53,T,488B55E0,mov,mov_14,rdx,[rbp+var_20],1,4,N,,mov,C
.text,00400F4E,main,B53,T,48895008,mov,mov_41,[rax+8],rdx,4,1,N,,mov,C
