.text,00400630,_start,B0,T,31ED,xor,xor_11,ebp,ebp,1,1,N,,xor,S
.text,00400A78,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400A7B,function_1,B55,T,BAADFFFFFF,mov,mov_15,edx,0FFFFFFADh,1,5,N,,mov,C
.text,00400A80,function_1,B55,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400A83,function_1,B55,T,8845D4,mov,mov_41,[rbp+var_2C],al,4,1,N,,mov,C
.text,00400A86,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400A8D,function_1,B55,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00400A91,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400A94,function_1,B55,T,83C077,add,add_15,eax,77h,1,5,N,,add,C
.text,00400A97,function_1,B55,T,8845D5,mov,mov_41,[rbp+var_2B],al,4,1,N,,mov,C
.text,00400A9A,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400AA1,function_1,B55,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,00400AA5,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400AA8,function_1,B55,T,83C006,add,add_15,eax,6,1,5,N,,add,C
.text,00400AAB,function_1,B55,T,8845D6,mov,mov_41,[rbp+var_2A],al,4,1,N,,mov,C
.text,00400AAE,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400AB5,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400AB8,function_1,B55,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400ABB,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400AC2,function_1,B55,T,4883C003,add,add_15,rax,3,1,5,N,,add,C
.text,00400AC6,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400AC9,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400ACC,function_1,B55,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400ACF,function_1,B55,T,4898,cdqe,cdqe_10,,,1,0,N,,cdqe,C
.text,00400AD1,function_1,B55,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400AD3,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400ADA,function_1,B55,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00400ADE,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400AE1,function_1,B55,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400AE4,function_1,B55,T,0FB645D6,movzx,movzx_14,eax,[rbp+var_2A],1,4,N,,movzx,C
.text,00400AE8,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400AEB,function_1,B55,T,4869C06E09C433,imul,imul_11,rax,,1,1,N,,imul,C
.text,00400AF2,function_1,B55,T,4801D0,add,add_11,rax,rdx,1,1,N,,add,C
.text,00400AF5,function_1,B55,T,89C2,mov,mov_11,edx,eax,1,1,N,,mov,C
.text,00400AF7,function_1,B55,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,00400AF9,function_1,B55,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400AFC,function_1,B55,T,8845D7,mov,mov_41,[rbp+var_29],al,4,1,N,,mov,C
.text,00400AFF,function_1,B55,T,488D8550FFFFFF,lea,lea_14,rax,[rbp+tv],1,4,N,,lea,C
.text,00400B06,function_1,B55,T,BE00000000,mov,mov_15,esi,0,1,5,N,,mov,C
.text,00400B0B,function_1,B55,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400B0E,function_1,B55,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B13,function_1,B55,T,E8B8FAFFFF,call,call_70,_gettimeofday,,7,0,J,.CODE,call.CODE,C
.text,00400B18,function_1,B55,T,8945EC,mov,mov_41,[rbp+var_14],eax,4,1,N,,mov,C
.text,00400B1B,function_1,B55,T,488B8550FFFFFF,mov,mov_14,rax,[rbp+tv.tv_sec],1,4,N,_r.UNK,mov_r.UNK,C
.text,00400B22,function_1,B55,T,488B9558FFFFFF,mov,mov_14,rdx,[rbp+tv.tv_usec],1,4,N,_r.UNK,mov_r.UNK,C
.text,00400B29,function_1,B55,T,48898540FFFFFF,mov,mov_41,[rbp+var_C0],rax,4,1,N,,mov,C
.text,00400B30,function_1,B55,T,48899548FFFFFF,mov,mov_41,[rbp+var_B8],rdx,4,1,N,,mov,C
.text,00400B37,function_1,B55,T,488B8540FFFFFF,mov,mov_14,rax,[rbp+var_C0],1,4,N,,mov,C
.text,00400B3E,function_1,B55,T,488945E0,mov,mov_41,[rbp+var_20],rax,4,1,N,,mov,C
.text,00400B42,function_1,B55,T,BF780E4000,mov,mov_15,edi,offset aPleaseEnterPas,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400B47,function_1,B55,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B4C,function_1,B55,T,E86FFAFFFF,call,call_70,_printf,,7,0,J,.CODE,call.CODE,C
.text,00400B51,function_1,B55,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+s1],1,4,N,,lea,C
.text,00400B58,function_1,B55,T,4889C6,mov,mov_11,rsi,rax,1,1,N,,mov,C
.text,00400B5B,function_1,B55,T,BF8F0E4000,mov,mov_15,edi,offset aS,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400B60,function_1,B55,T,B800000000,mov,mov_15,eax,0,1,5,N,,mov,C
.text,00400B65,function_1,B55,T,E8A6FAFFFF,call,call_70,___isoc99_scanf,,7,0,J,.CODE,call.CODE,C
.text,00400B6A,function_1,B55,T,488B8538FFFFFF,mov,mov_14,rax,[rbp+var_C8],1,4,N,,mov,C
.text,00400B71,function_1,B55,T,0FB600,movzx,movzx_13,eax,byte ptr [rax],1,3,N,,movzx,C
.text,00400B74,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400B77,function_1,B55,T,8945DC,mov,mov_41,[rbp+var_24],eax,4,1,N,,mov,C
.text,00400B7A,function_1,B55,T,488D8560FFFFFF,lea,lea_14,rax,[rbp+s1],1,4,N,,lea,C
.text,00400B81,function_1,B55,T,BA64000000,mov,mov_15,edx,64h,1,5,N,,mov,C
.text,00400B86,function_1,B55,T,BE920E4000,mov,mov_15,esi,offset s2,1,5,N,_r.DATA,mov_r.DATA,C
.text,00400B8B,function_1,B55,T,4889C7,mov,mov_11,rdi,rax,1,1,N,,mov,C
.text,00400B8E,function_1,B55,T,E80DFAFFFF,call,call_70,_strncmp,,7,0,J,.CODE,call.CODE,C
.text,00400B93,function_1,B55,T,8945D8,mov,mov_41,[rbp+var_28],eax,4,1,N,,mov,C
.text,00400B96,function_1,B55,T,837DD800,cmp,cmp_45,[rbp+var_28],0,4,5,N,,cmp,C
.text,00400B9A,function_1,B55,T,0F95C0,setnz,setnz_10,al,,1,0,N,,setnz,C
.text,00400B9D,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BA0,function_1,B55,T,0945F8,or,or_41,[rbp+var_8],eax,4,1,N,,or,C
.text,00400BA3,function_1,B55,T,488B45E0,mov,mov_14,rax,[rbp+var_20],1,4,N,,mov,C
.text,00400BA7,function_1,B55,T,483D78645D53,cmp,cmp_15,rax,535D6478h,1,5,N,,cmp,C
.text,00400BAD,function_1,B55,T,0F96C0,setbe,setbe_10,al,,1,0,N,,setbe,C
.text,00400BB0,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BB3,function_1,B55,T,0945F8,or,or_41,[rbp+var_8],eax,4,1,N,,or,C
.text,00400BB6,function_1,B55,T,837DDC2A,cmp,cmp_45,[rbp+var_24],2Ah,4,5,N,,cmp,C
.text,00400BBA,function_1,B55,T,0F95C0,setnz,setnz_10,al,,1,0,N,,setnz,C
.text,00400BBD,function_1,B55,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BC0,function_1,B55,T,0945F8,or,or_41,[rbp+var_8],eax,4,1,N,,or,C
.text,00400BC3,function_1,B55,T,48C745F003000000,mov,mov_45,[rbp+var_10],3,4,5,N,,mov,C
.text,00400BCB,function_1,B55,T,E94D010000,jmp,jmp_70,loc_400D1D,,7,0,J,.CODE,jmp.CODE,C
.text,00400BD0,function_1,B56,T,C68560FFFFFF00,mov,mov_45,[rbp+s1],0,4,5,N,,mov,C
.text,00400BD7,function_1,B56,T,C745FC01000000,mov,mov_45,[rbp+var_4],1,4,5,N,,mov,C
.text,00400BDE,function_1,B56,T,48C745F004000000,mov,mov_45,[rbp+var_10],4,4,5,N,,mov,C
.text,00400BE6,function_1,B56,T,E932010000,jmp,jmp_70,loc_400D1D,,7,0,J,.CODE,jmp.CODE,C
.text,00400BEB,function_1,B57,T,E8A0F9FFFF,call,call_70,_abort,,7,0,J,.CODE,call.CODE,C
.text,00400BF0,function_1,B58,T,0FB645D0,movzx,movzx_14,eax,[rbp+var_30],1,4,N,,movzx,C
.text,00400BF4,function_1,B58,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400BF7,function_1,B58,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,00400BFB,function_1,B58,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400BFE,function_1,B58,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400C01,function_1,B58,T,0FB655D2,movzx,movzx_14,edx,[rbp+var_2E],1,4,N,,movzx,C
.text,00400C05,function_1,B58,T,0FB6CA,movzx,movzx_11,ecx,dl,1,1,N,,movzx,C
.text,00400C08,function_1,B58,T,0FB655D3,movzx,movzx_14,edx,[rbp+var_2D],1,4,N,,movzx,C
.text,00400C0C,function_1,B58,T,0FB6D2,movzx,movzx_11,edx,dl,1,1,N,,movzx,C
.text,00400C0F,function_1,B58,T,01CA,add,add_11,edx,ecx,1,1,N,,add,C
.text,00400C11,function_1,B58,T,8D0C10,lea,lea_13,ecx,[rax+rdx],1,3,N,,lea,C
.text,00400C14,function_1,B58,T,0FB645D4,movzx,movzx_14,eax,[rbp+var_2C],1,4,N,,movzx,C
.text,00400C18,function_1,B58,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400C1B,function_1,B58,T,0FB645D5,movzx,movzx_14,eax,[rbp+var_2B],1,4,N,,movzx,C
.text,00400C1F,function_1,B58,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400C22,function_1,B58,T,8D3402,lea,lea_13,esi,[rdx+rax],1,3,N,,lea,C
.text,00400C25,function_1,B58,T,0FB645D6,movzx,movzx_14,eax,[rbp+var_2A],1,4,N,,movzx,C
.text,00400C29,function_1,B58,T,0FB6D0,movzx,movzx_11,edx,al,1,1,N,,movzx,C
.text,00400C2C,function_1,B58,T,0FB645D7,movzx,movzx_14,eax,[rbp+var_29],1,4,N,,movzx,C
.text,00400C30,function_1,B58,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400C33,function_1,B58,T,0FAFC2,imul,imul_11,eax,edx,1,1,N,,imul,C
.text,00400C36,function_1,B58,T,01F0,add,add_11,eax,esi,1,1,N,,add,C
.text,00400C38,function_1,B58,T,39C1,cmp,cmp_11,ecx,eax,1,1,N,,cmp,C
.text,00400C3A,function_1,B58,T,750D,jnz,jnz_70,loc_400C49,,7,0,J,.CODE,jnz.CODE,C
.text,00400C3C,function_1,B59,T,48C745F00C000000,mov,mov_45,[rbp+var_10],0Ch,4,5,N,,mov,C
.text,00400C44,function_1,B59,T,E9D4000000,jmp,jmp_70,loc_400D1D,,7,0,J,.CODE,jmp.CODE,C
.text,00400C49,function_1,B60,T,48C745F001000000,mov,mov_45,[rbp+var_10],1,4,5,N,,mov,C
.text,00400C51,function_1,B60,T,E9C7000000,jmp,jmp_70,loc_400D1D,,7,0,J,.CODE,jmp.CODE,C
.text,00400C56,function_1,B61,T,0FB64DD7,movzx,movzx_14,ecx,[rbp+var_29],1,4,N,,movzx,C
.text,00400C5A,function_1,B61,T,0FB655D2,movzx,movzx_14,edx,[rbp+var_2E],1,4,N,,movzx,C
.text,00400C5E,function_1,B61,T,89D0,mov,mov_11,eax,edx,1,1,N,,mov,C
.text,00400C60,function_1,B61,T,C1E002,shl,shl_15,eax,2,1,5,N,,shl,C
.text,00400C63,function_1,B61,T,01D0,add,add_11,eax,edx,1,1,N,,add,C
.text,00400C65,function_1,B61,T,01C0,add,add_11,eax,eax,1,1,N,,add,C
.text,00400C67,function_1,B61,T,F7D8,neg,neg_10,eax,,1,0,N,,neg,C
.text,00400C69,function_1,B61,T,29C1,sub,sub_11,ecx,eax,1,1,N,,sub,C
.text,00400C6B,function_1,B61,T,89C8,mov,mov_11,eax,ecx,1,1,N,,mov,C
.text,00400C6D,function_1,B61,T,8D50C7,lea,lea_14,edx,[rax-39h],1,4,N,,lea,C
.text,00400C70,function_1,B61,T,488B8530FFFFFF,mov,mov_14,rax,[rbp+var_D0],1,4,N,,mov,C
.text,00400C77,function_1,B61,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400C79,function_1,B61,T,488B8530FFFFFF,mov,mov_14,rax,[rbp+var_D0],1,4,N,,mov,C
.text,00400C80,function_1,B61,T,4883C001,add,add_15,rax,1,1,5,N,,add,C
.text,00400C84,function_1,B61,T,0FB64DD0,movzx,movzx_14,ecx,[rbp+var_30],1,4,N,,movzx,C
.text,00400C88,function_1,B61,T,0FB655D3,movzx,movzx_14,edx,[rbp+var_2D],1,4,N,,movzx,C
.text,00400C8C,function_1,B61,T,01CA,add,add_11,edx,ecx,1,1,N,,add,C
.text,00400C8E,function_1,B61,T,83C280,add,add_15,edx,0FFFFFF80h,1,5,N,,add,C
.text,00400C91,function_1,B61,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400C93,function_1,B61,T,488B8530FFFFFF,mov,mov_14,rax,[rbp+var_D0],1,4,N,,mov,C
.text,00400C9A,function_1,B61,T,4883C002,add,add_15,rax,2,1,5,N,,add,C
.text,00400C9E,function_1,B61,T,0FB64DD5,movzx,movzx_14,ecx,[rbp+var_2B],1,4,N,,movzx,C
.text,00400CA2,function_1,B61,T,0FB655D4,movzx,movzx_14,edx,[rbp+var_2C],1,4,N,,movzx,C
.text,00400CA6,function_1,B61,T,89CE,mov,mov_11,esi,ecx,1,1,N,,mov,C
.text,00400CA8,function_1,B61,T,29D6,sub,sub_11,esi,edx,1,1,N,,sub,C
.text,00400CAA,function_1,B61,T,0FB64DD6,movzx,movzx_14,ecx,[rbp+var_2A],1,4,N,,movzx,C
.text,00400CAE,function_1,B61,T,0FB655D1,movzx,movzx_14,edx,[rbp+var_2F],1,4,N,,movzx,C
.text,00400CB2,function_1,B61,T,01CA,add,add_11,edx,ecx,1,1,N,,add,C
.text,00400CB4,function_1,B61,T,01F2,add,add_11,edx,esi,1,1,N,,add,C
.text,00400CB6,function_1,B61,T,83C20E,add,add_15,edx,0Eh,1,5,N,,add,C
.text,00400CB9,function_1,B61,T,8810,mov,mov_31,[rax],dl,3,1,N,,mov,C
.text,00400CBB,function_1,B61,T,488B8530FFFFFF,mov,mov_14,rax,[rbp+var_D0],1,4,N,,mov,C
.text,00400CC2,function_1,B61,T,488D5003,lea,lea_14,rdx,[rax+3],1,4,N,,lea,C
.text,00400CC6,function_1,B61,T,0FB645D0,movzx,movzx_14,eax,[rbp+var_30],1,4,N,,movzx,C
.text,00400CCA,function_1,B61,T,0FB6C8,movzx,movzx_11,ecx,al,1,1,N,,movzx,C
.text,00400CCD,function_1,B61,T,0FB645D1,movzx,movzx_14,eax,[rbp+var_2F],1,4,N,,movzx,C
.text,00400CD1,function_1,B61,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400CD4,function_1,B61,T,8D3401,lea,lea_13,esi,[rcx+rax],1,3,N,,lea,C
.text,00400CD7,function_1,B61,T,0FB645D2,movzx,movzx_14,eax,[rbp+var_2E],1,4,N,,movzx,C
.text,00400CDB,function_1,B61,T,0FB6C8,movzx,movzx_11,ecx,al,1,1,N,,movzx,C
.text,00400CDE,function_1,B61,T,0FB645D3,movzx,movzx_14,eax,[rbp+var_2D],1,4,N,,movzx,C
.text,00400CE2,function_1,B61,T,0FB6C0,movzx,movzx_11,eax,al,1,1,N,,movzx,C
.text,00400CE5,function_1,B61,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,00400CE8,function_1,B61,T,01F0,add,add_11,eax,esi,1,1,N,,add,C
.text,00400CEA,function_1,B61,T,89C7,mov,mov_11,edi,eax,1,1,N,,mov,C
.text,00400CEC,function_1,B61,T,0FB645D4,movzx,movzx_14,eax,[rbp+var_2C],1,4,N,,movzx,C
.text,00400CF0,function_1,B61,T,0FB64DD5,movzx,movzx_14,ecx,[rbp+var_2B],1,4,N,,movzx,C
.text,00400CF4,function_1,B61,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,00400CF7,function_1,B61,T,89C6,mov,mov_11,esi,eax,1,1,N,,mov,C
.text,00400CF9,function_1,B61,T,0FB645D6,movzx,movzx_14,eax,[rbp+var_2A],1,4,N,,movzx,C
.text,00400CFD,function_1,B61,T,0FB64DD7,movzx,movzx_14,ecx,[rbp+var_29],1,4,N,,movzx,C
.text,00400D01,function_1,B61,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,00400D04,function_1,B61,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400D06,function_1,B61,T,89F0,mov,mov_11,eax,esi,1,1,N,,mov,C
.text,00400D08,function_1,B61,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,00400D0B,function_1,B61,T,89C1,mov,mov_11,ecx,eax,1,1,N,,mov,C
.text,00400D0D,function_1,B61,T,89F8,mov,mov_11,eax,edi,1,1,N,,mov,C
.text,00400D0F,function_1,B61,T,0FAFC1,imul,imul_11,eax,ecx,1,1,N,,imul,C
.text,00400D12,function_1,B61,T,8802,mov,mov_31,[rdx],al,3,1,N,,mov,C
.text,00400D14,function_1,B61,T,48C745F000000000,mov,mov_45,[rbp+var_10],0,4,5,N,,mov,C
.text,00400D1C,function_1,B61,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00400D1D,function_1,B62,T,E91AFCFFFF,jmp,jmp_70,loc_40093C,,7,0,J,.CODE,jmp.CODE,C
.text,00400D22,function_1,B63,T,90,nop,nop_00,,,0,0,N,,nop,C
.text,00400D23,function_1,B63,T,C9,leave,leave_00,,,0,0,N,,leave,C
.text,00400D24,function_1,B63,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400D30,__libc_csu_init,B64,T,4157,push,push_10,r15,,1,0,N,,push,S
.text,00400D32,__libc_csu_init,B64,T,4189FF,mov,mov_11,r15d,edi,1,1,N,,mov,C
.text,00400D35,__libc_csu_init,B64,T,4156,push,push_10,r14,,1,0,N,,push,C
.text,00400D37,__libc_csu_init,B64,T,4989F6,mov,mov_11,r14,rsi,1,1,N,,mov,C
.text,00400D3A,__libc_csu_init,B64,T,4155,push,push_10,r13,,1,0,N,,push,C
.text,00400D3C,__libc_csu_init,B64,T,4989D5,mov,mov_11,r13,rdx,1,1,N,,mov,C
.text,00400D3F,__libc_csu_init,B64,T,4154,push,push_10,r12,,1,0,N,,push,C
.text,00400D41,__libc_csu_init,B64,T,4C8D2540032000,lea,lea_12,r12,__frame_dummy_init_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00400D48,__libc_csu_init,B64,T,55,push,push_10,rbp,,1,0,N,,push,C
.text,00400D49,__libc_csu_init,B64,T,488D2D40032000,lea,lea_12,rbp,__do_global_dtors_aux_fini_array_entry,1,2,N,_r.DATA,lea_r.DATA,C
.text,00400D50,__libc_csu_init,B64,T,53,push,push_10,rbx,,1,0,N,,push,C
.text,00400D51,__libc_csu_init,B64,T,4C29E5,sub,sub_11,rbp,r12,1,1,N,,sub,C
.text,00400D54,__libc_csu_init,B64,T,31DB,xor,xor_11,ebx,ebx,1,1,N,,xor,C
.text,00400D56,__libc_csu_init,B64,T,48C1FD03,sar,sar_15,rbp,3,1,5,N,,sar,C
.text,00400D5A,__libc_csu_init,B64,T,4883EC08,sub,sub_15,rsp,8,1,5,N,,sub,C
.text,00400D5E,__libc_csu_init,B64,T,E8FDF7FFFF,call,call_70,_init_proc,,7,0,J,.CODE,call.CODE,C
.text,00400D63,__libc_csu_init,B64,T,4885ED,test,test_11,rbp,rbp,1,1,N,,test,C
.text,00400D66,__libc_csu_init,B64,T,741E,jz,jz_70,loc_400D86,,7,0,J,.CODE,jz.CODE,C
.text,00400D68,__libc_csu_init,B65,T,0F1F840000000000,nop,nop_40,dword ptr [rax+rax+00000000h],,4,0,N,,nop,C
.text,00400D70,__libc_csu_init,B66,T,4C89EA,mov,mov_11,rdx,r13,1,1,N,,mov,C
.text,00400D73,__libc_csu_init,B66,T,4C89F6,mov,mov_11,rsi,r14,1,1,N,,mov,C
.text,00400D76,__libc_csu_init,B66,T,4489FF,mov,mov_11,edi,r15d,1,1,N,,mov,C
.text,00400D79,__libc_csu_init,B66,T,41FF14DC,call,call_30,qword ptr [r12+rbx*8],,3,0,J,,call,C
.text,00400D7D,__libc_csu_init,B66,T,4883C301,add,add_15,rbx,1,1,5,N,,add,C
.text,00400D81,__libc_csu_init,B66,T,4839EB,cmp,cmp_11,rbx,rbp,1,1,N,,cmp,C
.text,00400D84,__libc_csu_init,B66,T,75EA,jnz,jnz_70,loc_400D70,,7,0,J,.CODE,jnz.CODE,C
.text,00400D86,__libc_csu_init,B67,T,4883C408,add,add_15,rsp,8,1,5,N,,add,C
.text,00400D8A,__libc_csu_init,B67,T,5B,pop,pop_10,rbx,,1,0,N,,pop,C
.text,00400D8B,__libc_csu_init,B67,T,5D,pop,pop_10,rbp,,1,0,N,,pop,C
.text,00400D8C,__libc_csu_init,B67,T,415C,pop,pop_10,r12,,1,0,N,,pop,C
.text,00400D8E,__libc_csu_init,B67,T,415D,pop,pop_10,r13,,1,0,N,,pop,C
.text,00400D90,__libc_csu_init,B67,T,415E,pop,pop_10,r14,,1,0,N,,pop,C
.text,00400D92,__libc_csu_init,B67,T,415F,pop,pop_10,r15,,1,0,N,,pop,C
.text,00400D94,__libc_csu_init,B67,T,C3,retn,retn_00,,,0,0,N,,retn,C
.text,00400DA0,__libc_csu_fini,B68,T,F3C3,retn,retn_00,,,0,0,N,,retn,S
