,Flname,FnName,Art,Max,Unq,Len,OT,pred
284,7_1_3_constant_long_0_addop.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
285,7_1_3_constant_long_0_addop.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
286,7_1_3_constant_long_0_addop.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
287,7_1_3_constant_long_0_addop.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
288,7_1_3_constant_long_0_addop.prob3,_NONAME1,1658.80890581,40.0,26,417,21,obfs
289,7_1_3_constant_long_0_addop.prob3,main,335.111213223,8.51844596613,15,154,1,obfs
290,7_1_3_constant_long_0_addop.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
291,7_1_3_constant_long_0_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
292,RF-default_aaa.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
293,RF-default_aaa.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
294,RF-default_aaa.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
295,RF-default_aaa.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
296,RF-default_aaa.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
297,RF-default_aaa.prob3,SECRET_1,795.811502769,10.9506955038,17,211,3,norm
298,RF-default_aaa.prob3,main,650.5892975930001,9.66291785791,17,231,4,norm
299,RF-default_aaa.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
300,RF-default_aaa.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
301,RF-default_aaa.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
302,RF-default_flat.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
303,RF-default_flat.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
304,RF-default_flat.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
305,RF-default_flat.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
306,RF-default_flat.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
307,RF-default_flat.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
308,RF-default_flat.prob3,main,272.752743595,7.378112199380001,16,95,0,norm
309,RF-default_flat.prob3,SECRET_1,830.5774405430001,10.9506955038,21,221,3,norm
310,RF-default_flat.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
311,RF-default_flat.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
312,RF-default_enca.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
313,RF-default_enca.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
314,RF-default_enca.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
315,RF-default_enca.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
316,RF-default_enca.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
317,RF-default_enca.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
318,RF-default_enca.prob3,main,389.55606540900004,8.702087417769999,17,118,1,obfs
319,RF-default_enca.prob3,SECRET_1,9025.76352235,9.6603932222,17,2018,16,norm
320,RF-default_enca.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
321,RF-default_enca.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
322,2_1_1_constant_char_2_flat.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
323,2_1_1_constant_char_2_flat.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
324,2_1_1_constant_char_2_flat.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
325,2_1_1_constant_char_2_flat.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
326,2_1_1_constant_char_2_flat.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
327,2_1_1_constant_char_2_flat.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
328,2_1_1_constant_char_2_flat.prob3,function_1,1261.33194839,8.635837082050001,24,303,2,obfs
329,2_1_1_constant_char_2_flat.prob3,main,324.416819113,7.378112199380001,19,109,0,obfs
330,2_1_1_constant_char_2_flat.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
331,2_1_1_constant_char_2_flat.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
332,2_1_1_constant_char_2_enca.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
333,2_1_1_constant_char_2_enca.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
334,2_1_1_constant_char_2_enca.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
335,2_1_1_constant_char_2_enca.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
336,2_1_1_constant_char_2_enca.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
337,2_1_1_constant_char_2_enca.prob3,main,513.330928973,10.2242250541,23,127,9,obfs
338,2_1_1_constant_char_2_enca.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
339,2_1_1_constant_char_2_enca.prob3,function_1,8012.49885199,9.72391455173,25,1522,119,obfs
340,2_1_1_constant_char_2_enca.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
341,2_1_1_constant_char_2_enca.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
342,7_1_3_constant_long_0_encl.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
343,7_1_3_constant_long_0_encl.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
344,7_1_3_constant_long_0_encl.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
345,7_1_3_constant_long_0_encl.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
346,7_1_3_constant_long_0_encl.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
347,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr0_i$nit,16.1487824756,6.71292734044,4,4,0,norm
348,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr5_i$nit,16.1487824756,6.71292734044,4,4,0,norm
349,7_1_3_constant_long_0_encl.prob3,_1_stringEncoder,1858.57439914,8.175571680900001,10,528,1,norm
350,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr1_i$nit,16.1487824756,6.71292734044,4,4,0,norm
351,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr3_i$nit,16.1487824756,6.71292734044,4,4,0,norm
352,7_1_3_constant_long_0_encl.prob3,megaInit,43.589456035299996,6.116760716919999,5,10,0,norm
353,7_1_3_constant_long_0_encl.prob3,main,205.78377989,8.51844596613,13,78,1,obfs
354,7_1_3_constant_long_0_encl.prob3,function_1,754.3743531680001,8.80976354467,18,249,2,obfs
355,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr2_i$nit,16.1487824756,6.71292734044,4,4,0,norm
356,7_1_3_constant_long_0_encl.prob3,encodeStrings_litStr4_i$nit,16.1487824756,6.71292734044,4,4,0,norm
357,7_1_3_constant_long_0_encl.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
358,7_1_3_constant_long_0_encl.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
359,2_1_1_constant_char_2_aaa.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
360,2_1_1_constant_char_2_aaa.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
361,2_1_1_constant_char_2_aaa.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
362,2_1_1_constant_char_2_aaa.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
363,2_1_1_constant_char_2_aaa.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
364,2_1_1_constant_char_2_aaa.prob3,main,672.286080039,8.51844596613,19,248,1,obfs
365,2_1_1_constant_char_2_aaa.prob3,function_1,1490.70295637,9.66291785791,26,350,7,obfs
366,2_1_1_constant_char_2_aaa.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
367,2_1_1_constant_char_2_aaa.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
368,2_1_1_constant_char_2_aaa.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
369,7_1_3_constant_long_0.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
370,7_1_3_constant_long_0.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
371,7_1_3_constant_long_0.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
372,7_1_3_constant_long_0.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
373,7_1_3_constant_long_0.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
374,7_1_3_constant_long_0.prob3,function_1,843.095799381,40.0,17,240,4,norm
375,7_1_3_constant_long_0.prob3,main,178.37223682799998,9.277623847100001,14,58,2,norm
376,7_1_3_constant_long_0.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
377,7_1_3_constant_long_0.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
378,chklic_891022408_jmp.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
379,chklic_891022408_jmp.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
380,chklic_891022408_jmp.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
381,chklic_891022408_jmp.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
382,chklic_891022408_jmp.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
383,chklic_891022408_jmp.prob3,_NONAME1,412.1994275,40.0,15,64,11,norm
384,chklic_891022408_jmp.prob3,renewlicense,20.8443534477,6.057313729500001,5,6,0,norm
385,chklic_891022408_jmp.prob3,failed,20.8443534477,6.057313729500001,5,6,0,norm
386,chklic_891022408_jmp.prob3,_NONAME2,1043.96578408,40.0,8,43,25,norm
387,chklic_891022408_jmp.prob3,main,31.7068516971,3.9190129365900006,6,11,0,norm
388,chklic_891022408_jmp.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
389,chklic_891022408_jmp.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
390,1_1_0_constant_short_3_aaa.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
391,1_1_0_constant_short_3_aaa.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
392,1_1_0_constant_short_3_aaa.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
393,1_1_0_constant_short_3_aaa.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
394,1_1_0_constant_short_3_aaa.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
395,1_1_0_constant_short_3_aaa.prob3,main,672.072982629,8.51844596613,19,248,1,obfs
396,1_1_0_constant_short_3_aaa.prob3,function_1,2060.40110654,9.66291785791,27,485,10,obfs
397,1_1_0_constant_short_3_aaa.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
398,1_1_0_constant_short_3_aaa.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
399,1_1_0_constant_short_3_aaa.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
400,chklic_addop.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
401,chklic_addop.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
402,chklic_addop.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
403,chklic_addop.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
404,chklic_addop.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
405,chklic_addop.prob3,checklicense,95.9339104664,5.294652719559999,11,35,0,norm
406,chklic_addop.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
407,chklic_addop.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
408,chklic_addop.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
409,chklic_addop.prob3,_NONAME1,317.44737518,40.0,10,111,3,norm
410,chklic_addop.prob3,renewlicense,26.480878819,6.2811052390799995,6,7,0,norm
411,chklic_addop.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
412,chklic_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
413,test_jmp.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
414,test_jmp.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
415,test_jmp.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
416,test_jmp.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
417,test_jmp.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
418,test_jmp.prob3,_NONAME1,412.1994275,40.0,15,64,11,norm
419,test_jmp.prob3,succeeded,20.8443534477,6.057313729500001,5,6,0,norm
420,test_jmp.prob3,failed,20.8443534477,6.057313729500001,5,6,0,norm
421,test_jmp.prob3,_NONAME2,1061.56820701,40.0,8,88,23,norm
422,test_jmp.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
423,test_jmp.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
424,7_1_3_constant_long_0_jmp.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
425,7_1_3_constant_long_0_jmp.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
426,7_1_3_constant_long_0_jmp.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
427,7_1_3_constant_long_0_jmp.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
428,7_1_3_constant_long_0_jmp.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
429,7_1_3_constant_long_0_jmp.prob3,_NONAME1,3868.89290065,40.0,22,321,84,obfs
430,7_1_3_constant_long_0_jmp.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
431,7_1_3_constant_long_0_jmp.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
432,chklic_flat.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
433,chklic_flat.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
434,chklic_flat.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
435,chklic_flat.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
436,chklic_flat.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
437,chklic_flat.prob3,checklicense,175.932489704,8.31189978768,14,60,1,norm
438,chklic_flat.prob3,renewlicense,58.9276460083,6.01453814696,12,17,0,norm
439,chklic_flat.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
440,chklic_flat.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
441,chklic_flat.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
442,chklic_flat.prob3,main,72.40796386560001,8.31189978768,11,28,1,norm
443,chklic_flat.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
444,chklic_flat.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
445,chklic_enca.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
446,chklic_enca.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
447,chklic_enca.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
448,chklic_enca.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
449,chklic_enca.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
450,chklic_enca.prob3,renewlicense,26.480878819,6.2811052390799995,6,7,0,norm
451,chklic_enca.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
452,chklic_enca.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
453,chklic_enca.prob3,checklicense,224.053712941,7.147339394660001,18,65,0,norm
454,chklic_enca.prob3,main,37.0313024013,4.5905539295699995,6,18,0,norm
455,chklic_enca.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
456,chklic_enca.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
457,chklic_enca.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
458,chklic_jmp.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
459,chklic_jmp.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
460,chklic_jmp.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
461,chklic_jmp.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
462,chklic_jmp.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
463,chklic_jmp.prob3,_NONAME1,412.1994275,40.0,15,64,11,norm
464,chklic_jmp.prob3,renewlicense,20.8443534477,6.057313729500001,5,6,0,norm
465,chklic_jmp.prob3,_NONAME2,923.965784079,40.0,8,40,22,norm
466,chklic_jmp.prob3,main,25.662664203800002,3.76471335307,5,9,0,norm
467,chklic_jmp.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
468,chklic_jmp.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
469,RF-default_addop.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
470,RF-default_addop.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
471,RF-default_addop.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
472,RF-default_addop.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
473,RF-default_addop.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
474,RF-default_addop.prob3,_NONAME1,807.149827849,12.4622516881,25,355,4,norm
475,RF-default_addop.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
476,RF-default_addop.prob3,SECRET_1,795.811502769,10.9506955038,17,211,3,norm
477,RF-default_addop.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
478,RF-default_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
479,1_1_0_constant_short_3_encl.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
480,1_1_0_constant_short_3_encl.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
481,1_1_0_constant_short_3_encl.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
482,1_1_0_constant_short_3_encl.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
483,1_1_0_constant_short_3_encl.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
484,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr0_i$nit,16.1487824756,6.71292734044,4,4,0,norm
485,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr5_i$nit,16.1487824756,6.71292734044,4,4,0,norm
486,1_1_0_constant_short_3_encl.prob3,_1_stringEncoder,1837.45430685,8.175571680900001,10,522,1,norm
487,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr1_i$nit,16.1487824756,6.71292734044,4,4,0,norm
488,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr3_i$nit,16.1487824756,6.71292734044,4,4,0,norm
489,1_1_0_constant_short_3_encl.prob3,megaInit,43.589456035299996,6.116760716919999,5,10,0,norm
490,1_1_0_constant_short_3_encl.prob3,main,221.993444571,8.51844596613,15,81,1,obfs
491,1_1_0_constant_short_3_encl.prob3,function_1,1738.04865857,8.80976354467,24,411,6,obfs
492,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr2_i$nit,16.1487824756,6.71292734044,4,4,0,norm
493,1_1_0_constant_short_3_encl.prob3,encodeStrings_litStr4_i$nit,16.1487824756,6.71292734044,4,4,0,norm
494,1_1_0_constant_short_3_encl.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
495,1_1_0_constant_short_3_encl.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
496,chklic_891022408_addop.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
497,chklic_891022408_addop.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
498,chklic_891022408_addop.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
499,chklic_891022408_addop.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
500,chklic_891022408_addop.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
501,chklic_891022408_addop.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
502,chklic_891022408_addop.prob3,checklicense,114.974098556,5.294652719559999,11,44,0,norm
503,chklic_891022408_addop.prob3,failed,26.480878819,6.2811052390799995,6,7,0,norm
504,chklic_891022408_addop.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
505,chklic_891022408_addop.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
506,chklic_891022408_addop.prob3,_NONAME1,786.399404368,40.0,18,266,9,norm
507,chklic_891022408_addop.prob3,renewlicense,26.480878819,6.2811052390799995,6,7,0,norm
508,chklic_891022408_addop.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
509,chklic_891022408_addop.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
510,7_1_3_constant_long_0_vir.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
511,7_1_3_constant_long_0_vir.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
512,7_1_3_constant_long_0_vir.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
513,7_1_3_constant_long_0_vir.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
514,7_1_3_constant_long_0_vir.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
515,7_1_3_constant_long_0_vir.prob3,megaInit,16.1487824756,6.71292734044,4,4,0,norm
516,7_1_3_constant_long_0_vir.prob3,function_1,1865.48974452,7.756138394530001,23,666,1,obfs
517,7_1_3_constant_long_0_vir.prob3,main,1358.71494877,6.93028463959,21,476,0,obfs
518,7_1_3_constant_long_0_vir.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
519,7_1_3_constant_long_0_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
520,chklic_891022408_enca.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
521,chklic_891022408_enca.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
522,chklic_891022408_enca.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
523,chklic_891022408_enca.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
524,chklic_891022408_enca.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
525,chklic_891022408_enca.prob3,failed,26.480878819,6.2811052390799995,6,7,0,norm
526,chklic_891022408_enca.prob3,main,38.0700241283,3.9190129365900006,6,19,0,norm
527,chklic_891022408_enca.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
528,chklic_891022408_enca.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
529,chklic_891022408_enca.prob3,checklicense,220.821972022,8.73221105278,16,67,1,norm
530,chklic_891022408_enca.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
531,chklic_891022408_enca.prob3,renewlicense,26.480878819,6.2811052390799995,6,7,0,norm
532,chklic_891022408_enca.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
533,chklic_891022408_enca.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
534,chklic_891022408_flat.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
535,chklic_891022408_flat.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
536,chklic_891022408_flat.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
537,chklic_891022408_flat.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
538,chklic_891022408_flat.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
539,chklic_891022408_flat.prob3,failed,58.9276460083,6.01453814696,12,17,0,norm
540,chklic_891022408_flat.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
541,chklic_891022408_flat.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
542,chklic_891022408_flat.prob3,main,73.9236918398,8.31189978768,11,29,1,norm
543,chklic_891022408_flat.prob3,renewlicense,58.9276460083,6.01453814696,12,17,0,norm
544,chklic_891022408_flat.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
545,chklic_891022408_flat.prob3,checklicense,207.708760715,7.378112199380001,15,73,0,norm
546,chklic_891022408_flat.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
547,chklic_891022408_flat.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
548,chklic_vir.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
549,chklic_vir.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
550,chklic_vir.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
551,chklic_vir.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
552,chklic_vir.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
553,chklic_vir.prob3,EXPIRE_TIME_i$nit,27.2273452066,3.55159191602,4,15,0,norm
554,chklic_vir.prob3,main,358.51946693,7.378112199380001,16,125,0,norm
555,chklic_vir.prob3,megaInit,25.142789193800002,6.116760716919999,5,6,0,norm
556,chklic_vir.prob3,checklicense,1004.4931431,6.199398599659999,20,335,0,norm
557,chklic_vir.prob3,renewlicense,338.524643984,7.378112199380001,16,107,0,obfs
558,chklic_vir.prob3,ACTIVATION_CODE_i$nit,16.0986060525,3.55159191602,4,5,0,norm
559,chklic_vir.prob3,__libc_csu_init,122.31733991200001,7.17400789981,15,34,0,norm
560,chklic_vir.prob3,__libc_csu_fini,4.15181793146,4.15181793146,1,1,0,norm
561,2_1_1_constant_char_2_addop.prob3,_start,43.120383114300004,4.37618793455,7,12,0,norm
562,2_1_1_constant_char_2_addop.prob3,deregister_tm_clones,57.7995731395,5.3352486813199995,10,14,0,norm
563,2_1_1_constant_char_2_addop.prob3,register_tm_clones,83.9259915948,7.504722643969999,11,18,1,norm
564,2_1_1_constant_char_2_addop.prob3,__do_global_dtors_aux,42.7050707954,8.454571487639999,7,8,2,norm
565,2_1_1_constant_char_2_addop.prob3,frame_dummy,52.870806292,8.027430968200001,9,12,1,norm
566,2_1_1_constant_char_2_addop.prob3,_NONAME1,1927.63220097,40.0,27,465,11,obfs
